Global_ID,S.No,Report Year,Incident Number,Grade Crossing ID,Date,AM/PM,Time,County Code,County Name,State Code,State Name,Highway User,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Second Highway User,Second Vehicle Direction Code,Second Vehicle Direction,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,User Age,User Sex,Highway User Action Code,Highway User Action,Estimated Vehicle Speed,Train Speed,Estimated/Recorded Speed,Vehicle Damage Cost,Narrative,Total Killed Form 57,Total Injured Form 57
397,397,2017,20170823A,754879V,2017-08-23,AM,09:25 AM,81.0,SAN MATEO,6.0,CALIFORNIA,Van,3,East,2.0,Stopped on crossing,,,,63.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,,Dry,1,Both sides,,,4.0,Stopped on crossing,0.0,70.0,,0.0,"AS 231 APPROACHED BROADWAY AVENUE, THE ENGINEER NOTICED A VAN ON THE CROSSING. THE ENGINEER HAD BEENBLOWING HIS WHISTLE AS REQUIRED AND KEPT BLOWING IT. AS HE REACHED THE SOUTH END OF THE BROADWAY STATION, HE PLACED THE TRAIN INTO EMERGENCY.  THE VAN LEFT THE SCENE IMMEDIATELY BEFORE AUTHORITIES ARRIVED. THE HIGHWAY USER'S AGE AND GENDER  IS UNKNOWN.",0,0
398,398,2017,0717LA008,747442V,2017-07-10,PM,01:35 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,2,South,3.0,Moving over crossing,,,,90.0,2.0,Day,1.0,Clear,4.0,Industry,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,35.0,Male,7.0,Went thru the gate,15.0,9.0,,1000.0,HIGHWAY USER WENT THROUGH THE ACTIVATED GATES.  WHEN THE CREW WENT TO CHECK ON THE DRIVER THEY DROVEAWAY.  HIGHWAY USER'S ACTIONS: WENT THROUGH THE GATE - MOVING,0,0
399,399,2017,0717LA015,760554A,2017-07-17,AM,08:25 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,3,East,2.0,Stopped on crossing,,,,85.0,2.0,Day,1.0,Clear,4.0,Industry,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,19.0,Male,4.0,Stopped on crossing,0.0,10.0,,1000.0,HIGHWAY USER WAS STOPPED ON CROSSING PRIOR TO THE TRAIN COMING INTO THE VICINITY.  HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES),0,0
400,400,2017,0717LA035,810911P,2017-07-26,AM,10:13 AM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Auto,2,South,5.0,Blocked on crossing by gates,,,,89.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Audible,,,,,,Dry,1,Both sides,19.0,Female,5.0,Other,,42.0,,5000.0,HIGHWAY USER WAS STOPPED ON CROSSING PRIOR TO THE GATES DESCENDING.,0,4
401,401,2017,0717LA007,760697X,2017-07-08,PM,05:36 PM,65.0,RIVERSIDE,6.0,CALIFORNIA,Pedestrian,2,South,3.0,Moving over crossing,,,,91.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,79.0,Male,1.0,Went around the gate,,27.0,,,HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - MOVING.,1,0
402,402,2023,CA1023203,028384T,2023-10-21,PM,07:12 PM,29.0,KERN,6.0,CALIFORNIA,Auto,3,East,1.0,Stalled or stuck on crossing,,,,72.0,3.0,Dusk,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,Male,5.0,Other,0.0,50.0,,2000.0,VRICCLO320 ON SINGLE MAIN TRACK STRUCK AN UNOCCUPIED AUTO STUCK ON THE TRACKS AT A HGX EQUIPPED WITHGATES. THE AUTO PRECEDED THE GATES. NO DERAILMENT. NO HAZMAT USER'S AGE UNKNOWN,0,0
403,403,2023,CA1023205,027762H,2023-10-19,AM,11:45 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,3,East,3.0,Moving over crossing,,,,86.0,2.0,Day,1.0,Clear,2.0,Yard,Crossbucks,Flagged by crew,,,,,,Dry,1,Both sides,80.0,Male,3.0,Did not stop,7.0,4.0,,2000.0,"RCAL006119 SHOVING ON YARD TRACK STRUCK AN AUTO AT A HGX PROTECTED BY CROSSBUCKS AND A FLAGMAN BUT NOT EQUIPPED WITH GATES. NO DERAILMENT, NO HAZMAT",0,0
404,404,2023,120623B,026173P,2023-12-06,AM,04:50 AM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Auto,1,North,3.0,Moving over crossing,,,,53.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Crossbucks,,,,,Dry,1,Both sides,,Male,7.0,Went thru the gate,30.0,40.0,,0.0,"AT 0459 AM, A HIGHWAY USER FATALLY RAN INTO CAR 3/208, ON ML303. THE CAR WAS ATTEMPTING TO EVADE UPLAND POLICE DEPARTMENT, RAN THROUGH THE GATES NORTHBOUND, AND STRUCK THE SIDE OF THE CAR. DAMAGE 38-AGE UNKNOWN",1,0
405,405,2023,CA1023202,978415L,2023-10-06,PM,07:35 PM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Auto,3,East,3.0,Moving over crossing,,,,91.0,3.0,Dusk,1.0,Clear,2.0,Yard,Stop signs,,,,,,,Dry,1,Both sides,30.0,Female,3.0,Did not stop,10.0,7.0,,2000.0,LCAL193106 SHOVING LIGHT POWER ON UPRR YARD TRACK STRUCK AN OCCUPIED AUTO AT A HGX NOT EQUIPPED WITHGATES. NO DERAILMENT. NO HAZMAT RELEASE,0,1
406,406,2023,10222023,662037S,2023-10-22,PM,10:17 PM,73.0,SAN DIEGO,6.0,CALIFORNIA,Pedestrian,2,South,3.0,Moving over crossing,,,,69.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Hwy. traffic signals,Audible,Crossbucks,,,,Dry,1,Both sides,17.0,Male,1.0,Went around the gate,,52.0,,0.0,PEDESTRIAN ENTER THE GRADE CROSSING WHILE WARNING DEVICES WERE ACTIVE AND GATE ARMS IN THE DOWN POSITION,1,0
407,407,2023,CAPS100523,757370W,2023-10-05,AM,09:10 AM,77.0,SAN JOAQUIN,6.0,CALIFORNIA,Truck-trailer,1,North,3.0,Moving over crossing,,,,72.0,2.0,Day,1.0,Clear,2.0,Yard,Standard FLS,Audible,Crossbucks,,,,,Dry,1,Both sides,36.0,Male,3.0,Did not stop,17.0,10.0,,60000.0,TRUCK DRIVER FAILED TO STOP FOR THE CROSSING CAUSING THIS ACCIDENT.  DRIVER FAILED TO STOP AND FAILED TO CONTROL HIS SPEED PER POLICE REPORT,0,0
408,408,2024,CA0124209,926649W,2024-01-02,AM,01:55 AM,13.0,CONTRA COSTA,6.0,CALIFORNIA,Van,3,East,2.0,Stopped on crossing,,,,58.0,4.0,Dark,1.0,Clear,2.0,Yard,Stop signs,Crossbucks,,,,,,Wet,1,Both sides,,Female,4.0,Stopped on crossing,0.0,7.0,,2000.0,B SBDRIC701A SHOVING YARD TRACK STRUCK A VAN AT A PRIVATE HGX NOT EQUIPPED WITH GATES. NO DERAILMENT. NO HAZMAT RELEASE. NO INJURIES. USER'S AGE UNKNOWN,0,0
409,409,2024,011724,747310K,2024-01-17,PM,03:16 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Pedestrian,1,North,3.0,Moving over crossing,,,,60.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,,,,,Dry,2,Side of vehicle approach,52.0,Male,8.0,Suicide/attempted suicide,,44.0,,0.0,"PEDESTRIAN WAITED AT THE BARRANCA AVE AT MP23.4. CROSSING FOR TRAIN ML318-17, THEN JUMPED IN FRONT OF THE TRAIN FROM THE SIDE WALK AT THE LAST SECOND. THE PEDESTRIAN WAS STRUCK, AND INJURED FATALLY. CORONERS REPORT CONFIRMED SUICIDE 5/2/2024.",1,0
410,410,2023,121223,810911P,2023-12-12,AM,05:55 AM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Auto,2,South,3.0,Moving over crossing,,,,45.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,,,,,Dry,1,Both sides,,,1.0,Went around the gate,10.0,50.0,,0.0,M403-12 STRUCK AN OCCUPIED VEHICLE ATTEMPTING AT THE ARCHIBALD AVE CROSSING DOT #810911P. THE VEHICLE WAS TRAVELING SOUTH ON ARCHIBALD AND STOPPED BEYOND THE CROSSING GATE ARM. AS THE TRAIN APPROACHEDTHE DRIVER ATTEMPTED TO MAKE A U-TURN IN AN EASTWARD DIRECTION AND WAS STRUCK BY THE TRAIN. THERE WERE NO INJURIES TO PASSENGERS OR CREW AND MINIMAL DAMAGE TO CAB CAR SCAX 671. THE DRIVER FLED THE SCENE IN THE VEHICLE IMMEDIATELY AFTER THE STRIKE OCCURRED. NOTES: #38/39-AGE UNKNOWN,0,0
411,411,2023,122423,027208S,2023-12-24,PM,05:20 PM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Other,1,North,3.0,Moving over crossing,,,,60.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Crossbucks,,,,,Dry,1,Both sides,,Male,1.0,Went around the gate,2.0,3.0,,0.0,M858DHQ SCAX 673 LEAD STRUCK A BICYCLIST (NON FATALITY) AT THE SOUTH G STREET CROSSING (MP 57.41) AT3 MPH. BICYCLIST TRAVELED FROM SOUTH TO NORTH OVER THE ACTIVATED SOUTH G ST CROSSING WHILE M858DH WAS APPROACHING ON MT 2 AND INBOUND M364 WAS TRAVERSING CROSSING ON MT1. INDIVIDUAL LEFT THE SCENE. 38 - AGE UNKNOWN.,0,0
412,412,2023,122523,747316B,2023-12-25,PM,03:21 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Pedestrian,3,East,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,Male,8.0,Suicide/attempted suicide,,51.0,,0.0,ML 362 STRUCK A PEDESTRIAN FOULING THE SUNFLOWER AVE CROSSING MP 25.53. PEDESTRIAN WAITED FOR TRAINAND THEN PROCEEDED FROM SOUTH TO NORTH PLACING THEM SELF IN BETWEEN THE GAUGE OF THE RAIL. BOX 38 UNKNOWN - CORONER CONFIRMED SUICIDE ON 12/26/2023.,1,0
413,413,2015,137080,632474F,2015-04-15,PM,10:25 PM,51.0,CHATHAM,13.0,GEORGIA,Auto,4,West,3.0,Moving over crossing,,,,60.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,,,Wet,1,Both sides,,Male,1.0,Went around the gate,40.0,70.0,,10000.0,"TRAIN 89 OPERATING WITH LOCOMOTIVE E/182 AND 7 CARS STRUCK AN OCCUPIED AUTOMOBILE AT MP A488.6, BIGHILL RD CROSSING.  THERE WAS NO EQUIPMENT DAMAGE.",1,0
414,414,2015,000143558,637725P,2015-03-23,PM,06:27 PM,299.0,WARE,13.0,GEORGIA,Other,1,North,3.0,Moving over crossing,,,,65.0,2.0,Day,2.0,Cloudy,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,39.0,Male,3.0,Did not stop,15.0,36.0,,2500.0,A77423 WAS TRAVELING SOUTHBOUND WHEN APPROACHING THE CROSSING A TRESPASSER FAILED TO YIELD AT THE CROSSING AND PULLED INTO THE PATH OF THE TRAIN CAUSING THE TRAIN TO STRIKE THE 1997 CHEVY SILVERADO INTHE LEFT REAR. PROTECTION ALSO AT CROSSING: PAVEMENT MARKINGS (STOP LINES).,0,1
415,415,2014,000136552,340426H,2014-10-22,AM,06:28 AM,15.0,BARTOW,13.0,GEORGIA,Auto,4,West,2.0,Stopped on crossing,,,,45.0,1.0,Dawn,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,,,,Dry,1,Both sides,35.0,Female,5.0,Other,0.0,29.0,,3900.0,THE DRIVER OF A 2006 MAZDA MX-5 MIATA AUTOMOBILE PARKED AND EXITED THE VEHICLE AT CROSSING WHERE Q02920 STRUCK THE VEHICLE. THE DRIVER WAS LOCATED WALKING DOWN THE ROAD AND PLACED UNDER ARREST FOR DUIAND ASSAULT.,0,0
416,416,2014,000137040,639512L,2014-10-31,PM,02:01 PM,121.0,FULTON,13.0,GEORGIA,Pick-up truck,3,East,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,24.0,Male,3.0,Did not stop,10.0,30.0,,4350.0,A72731 STRUCK A 2001 BLACK CHEVROLET SILVERADO AT CROSSING. VEHICLE OCCUPANTS WERE TRANSPORTED TO HOSPITAL FOR TREATMENT.,0,2
417,417,2014,000136218,340419X,2014-10-14,PM,07:29 PM,67.0,COBB,13.0,GEORGIA,Truck-trailer,2,South,1.0,Stalled or stuck on crossing,,,,75.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Other,,,,Dry,1,Both sides,59.0,Male,5.0,Other,0.0,31.0,,5100.0,"T36106 STRUCK A TRAILER, BEING PULLED BY A 2000 FORD SUPER DUTY PICKUP TRUCK, THAT GOT STUCK ON A CROSSING. THE DRIVER WAS OUT OF THE TRUCK IN A SAFE AREA AT TIME OF IMPACT. PROTECTION ALSO AT CROSSING: ADVANCE WARNING.",0,0
418,418,2014,000136365,050381C,2014-10-18,AM,12:43 AM,121.0,FULTON,13.0,GEORGIA,Auto,3,East,1.0,Stalled or stuck on crossing,,,,60.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,,,,Dry,1,Both sides,35.0,Male,5.0,Other,0.0,47.0,,5900.0,S18516 STRUCK AN UNOCCUPIED 1997 HONDA ACCORD AUTOMOBILE THAT GOT STUCK ON CROSSING. THE DRIVER WASACROSS THE STREET AT THE TIME OF IMPACT.,0,0
419,419,2014,111565,718088M,2014-07-31,PM,09:45 PM,121.0,FULTON,13.0,GEORGIA,Truck,2,South,3.0,Moving over crossing,,,,72.0,4.0,Dark,3.0,Rain,4.0,Industry,Crossbucks,,,,,,,Wet,1,Both sides,,,3.0,Did not stop,1.0,,,0.0,NS TRAIN WAS STATIONARY OVER A HWY-GRADE CROSSING AND WAS STRUCK BY A HWY-USER. THE DRIVER DROVE AWAY PRIOR TO TRAINMASTER AND LAW ENFORCEMENT ARRIVING ON THE SCENE. DRIVER'S INFORMATION UNKNOWN.,0,0
420,420,2014,111257,915940T,2014-07-10,AM,09:30 AM,271.0,TELFAIR,13.0,GEORGIA,Pick-up truck,2,South,3.0,Moving over crossing,,,,91.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,20.0,Male,1.0,Went around the gate,1.0,12.0,,1000.0,NS TRAIN G45G910 STRUCK A HWY-USER AT A HIGHWAY-GRADE CROSSING.,0,0
421,421,2013,104646,718329Y,2013-05-14,AM,07:30 AM,207.0,MONROE,13.0,GEORGIA,Auto,4,West,2.0,Stopped on crossing,,,,68.0,1.0,Dawn,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,1,Both sides,26.0,Male,4.0,Stopped on crossing,0.0,38.0,,1000.0,TRAIN TRAVELING NORTH STRUCK VEHICLE THAT FOULED GAUGE OF TRACK.,0,1
422,422,2023,000209478,637732A,2023-01-24,PM,01:19 PM,25.0,BRANTLEY,13.0,GEORGIA,Other motor vehicle,2,South,2.0,Stopped on crossing,,,,61.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,Other,,,,,Dry,1,Both sides,38.0,Female,4.0,Stopped on crossing,0.0,34.0,,6500.0,M49224 COLLIDED WITH AN OCCUPIED KIA SPORTAGE SUV AT CROSSING. PROTECTION ALSO AT CROSSING: ADVANCEWARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,1
423,423,2023,173489,717819M,2023-01-22,AM,12:06 AM,135.0,GWINNETT,13.0,GEORGIA,Auto,3,East,3.0,Moving over crossing,,,,41.0,4.0,Dark,3.0,Rain,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Wet,1,Both sides,46.0,Female,1.0,Went around the gate,5.0,57.0,,7500.0,GRADE CROSSING: TRAIN 20(21) E/15 E/146 E/168 7 CARS WITH 84 PASSENGERS ON BOARD STRUCK A CAR AT SHADBURN FERRY ROAD MP 600.23 D.O.T. CROSSING NUMBER (717819M). THIS WAS A CONFIRMED FATALITY.,1,0
424,424,2023,000209681,639516N,2023-02-04,PM,12:46 PM,121.0,FULTON,13.0,GEORGIA,Van,3,East,2.0,Stopped on crossing,,,,52.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,34.0,Male,4.0,Stopped on crossing,0.0,30.0,,6500.0,M20302 COLLIDED WITH AN UNOCCUPIED  VEHICLE AT CROSSING.,0,0
425,425,2023,000210555,848472S,2023-03-30,PM,02:30 PM,157.0,JACKSON,13.0,GEORGIA,Van,4,West,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,Other,,,,,Dry,1,Both sides,18.0,Female,3.0,Did not stop,10.0,20.0,,6500.0,G90828 WAS TRAVELING NORTH WHEN A HYUNDAI ENTOURAGE MINIVAN RAN STOP SIGNS AND WAS STRUCK BY TRAIN.NO INJURIES REPORTED. PROTECTION ALSO AT CROSSING: PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,0
426,426,2023,152152,723692P,2023-01-31,AM,07:00 AM,277.0,TIFT,13.0,GEORGIA,Truck-trailer,3,East,1.0,Stalled or stuck on crossing,,,,67.0,1.0,Dawn,4.0,Fog,1.0,Main,Gates,Standard FLS,Audible,Stop signs,Crossbucks,,,Wet,1,Both sides,,Male,4.0,Stopped on crossing,0.0,45.0,,5000.0,NS TRAIN 29FG329 STRUCK A UNOCCUPIED TRUCK TRAILER THAT WAS STUCK ON A HWY-GRADE CROSSING.,0,0
427,427,2023,000209581,638776D,2023-01-31,AM,09:04 AM,105.0,ELBERT,13.0,GEORGIA,Pick-up truck,4,West,1.0,Stalled or stuck on crossing,,,,65.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Stop signs,Other,,,Dry,1,Both sides,19.0,Male,4.0,Stopped on crossing,0.0,28.0,,6500.0,L75631 STRUCK AN UNOCCUPIED FORD F150 THAT DROVE OFF THE ROAD AND WAS PARTIALLY STUCK ON THE TRACKSAT THE CROSSING. PROTECTION ALSO AT CROSSING: PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,0
428,428,2023,000211980,928699G,2023-06-27,AM,11:45 AM,299.0,WARE,13.0,GEORGIA,Truck-trailer,4,West,3.0,Moving over crossing,,,,95.0,2.0,Day,1.0,Clear,2.0,Yard,Crossbucks,,,,,,,Dry,1,Both sides,,Male,5.0,Other,2.0,5.0,,27500.0,FLORIDA ROCK AND TANK LINES COMPANY DRIVER WAS DRIVING TRUCK DOWN ROAD BETWEEN T10/F10 AND ATTEMPTEDTO TURN TRUCK AROUND AT THE CROSSING WITHIN THE YARD LIMITS AND FOULED THE RAILROAD TRACKS CAUSINGDAMAGE TO FURX 156142 CAR ON F10.  DRIVER NEGLECTED THE SIGNAGE POSTED THAT ALL DELIVERIES MUST BE MADE ON THE SOUTH ENTRANCE OF THE YARD AND DROVE DOWN ROAD FOULING LIVE TRACKS WITHIN THE YARD.  AGEOF MOTORIST UNKNOWN.,0,0
429,429,2023,000212004,637728K,2023-06-28,PM,03:16 PM,299.0,WARE,13.0,GEORGIA,Auto,2,South,3.0,Moving over crossing,,,,90.0,2.0,Day,2.0,Cloudy,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,25.0,Female,3.0,Did not stop,10.0,30.0,,6500.0,M69028 TRAVELING EASTBOUND STRUCK A FORD FUSION THAT FAILED TO STOP AT BLOUNT RD CROSSING AO 591.2.PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,0
430,430,2023,000211935,637728K,2023-06-22,PM,06:32 PM,299.0,WARE,13.0,GEORGIA,Auto,2,South,3.0,Moving over crossing,,,,85.0,3.0,Dusk,2.0,Cloudy,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,34.0,Male,3.0,Did not stop,10.0,45.0,,6500.0,L74422 STRUCK A VEHICLE AT THE BLOUNT RD CROSSING.  CREW WAS SOUNDING HORN AND BELL.  PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,1
431,431,2023,000211963,050330S,2023-06-22,PM,02:46 PM,121.0,FULTON,13.0,GEORGIA,Other motor vehicle,4,West,4.0,Trapped on crossing by traffic,,,,73.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,Other,,Dry,1,Both sides,,,4.0,Stopped on crossing,,24.0,,6500.0,I19721 STRUCK A LEXUS SUV THAT PREEMPTED THE GATES AND WAS STOPPED ON THE CROSSING FOULING THE TRACK. DRIVER LEFT SCENE. GENDER AND AGE UNKNOWN.  PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,0
432,432,2023,153153,718152J,2023-05-23,PM,04:00 PM,63.0,CLAYTON,13.0,GEORGIA,Truck-trailer,3,East,1.0,Stalled or stuck on crossing,,,,68.0,3.0,Dusk,1.0,Clear,1.0,Main,Standard FLS,Audible,Crossbucks,,,,,Dry,1,Both sides,36.0,Male,4.0,Stopped on crossing,0.0,10.0,,10000.0,NS TRAIN 321 STRUCK A TRACTOR TRAILER THAT WAS STUCK ON TRACKS AT A HWY-GRADE CROSSING.,0,0
433,433,2023,153202,718392R,2023-05-28,AM,03:09 AM,63.0,CLAYTON,13.0,GEORGIA,Auto,4,West,1.0,Stalled or stuck on crossing,,,,55.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,45.0,Male,4.0,Stopped on crossing,0.0,40.0,,5000.0,NS TRAIN 29FG226 STRUCK AND UNOCCUPIED VEHICLE IN THE HWY GRADE CROSSING.,0,0
434,434,2022,000207048,050408J,2022-09-02,PM,01:25 PM,77.0,COWETA,13.0,GEORGIA,Truck-trailer,4,West,1.0,Stalled or stuck on crossing,,,,90.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,Other,,,Dry,1,Both sides,73.0,Male,4.0,Stopped on crossing,0.0,22.0,,27500.0,I19701 WHILE TRAVELING NORTH ON THE A&WP SUB STRUCK AN UNOCCUPIED SEMI TRUCK. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,0,0
435,435,2022,000207162,050364L,2022-09-08,PM,02:48 PM,121.0,FULTON,13.0,GEORGIA,Truck-trailer,1,North,1.0,Stalled or stuck on crossing,,,,88.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,34.0,Male,4.0,Stopped on crossing,0.0,30.0,,27500.0,L83208 WAS TRAVELING SOUTH ON THE ATLANTA TERMINAL SUB AND STRUCK A SEMI FOULING THE TRACKS.,0,0
436,436,2022,000207537,718082W,2022-09-26,PM,05:40 PM,121.0,FULTON,13.0,GEORGIA,Truck-trailer,3,East,3.0,Moving over crossing,,,,70.0,3.0,Dusk,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,Other,Dry,1,Both sides,,,7.0,Went thru the gate,10.0,30.0,,27500.0,M52726 STRUCK THE TRAILER OF A TRUCK AT THE ROAD CROSSING ON NORFOLK SOUTHERN TRACKS.  THE TRAILER WAS FOULING THE TRACKS AND THE MOTORIST CONTINUED TO DRIVE AND FLED THE SCENE OF THE ACCIDENT.  GENDER AND AGE UNKNOWN.  PROTECTION ALSO AT CROSSING:?PAVEMENT MARKINGS (STOP LINES).  NS DAMAGES UNKNOWNAT THIS TIME.,0,0
437,437,2022,000208325,637595V,2022-11-11,PM,12:03 PM,87.0,DECATUR,13.0,GEORGIA,Auto,4,West,3.0,Moving over crossing,,,,60.0,2.0,Day,2.0,Cloudy,2.0,Yard,Crossbucks,,,,,,,Dry,2,Side of vehicle approach,35.0,Male,3.0,Did not stop,10.0,8.0,,6500.0,L73311 COLLIDED WITH VEHICLE AT CROSSING.,0,0
438,438,2022,151080,718307Y,2022-10-07,PM,05:05 PM,171.0,LAMAR,13.0,GEORGIA,Auto,3,East,2.0,Stopped on crossing,,,,83.0,3.0,Dusk,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,,,4.0,Stopped on crossing,0.0,38.0,,15000.0,NS TRAIN G02G807 STRUCK TRESPASSER IN HIGHWAY GRADE CROSSING,0,2
439,439,2022,151100,718409S,2022-10-10,AM,12:48 AM,151.0,HENRY,13.0,GEORGIA,Truck,4,West,3.0,Moving over crossing,,,,76.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,,,,,Dry,1,Both sides,59.0,,1.0,Went around the gate,5.0,22.0,,10000.0,NS TRAIN 249G210 STRUCK AN OCCUPIED CAR IN THE HIGHWAY GRADE CROSSING. THAT WENT AROUND THE GATE.,0,0
440,440,2013,105766,725701T,2013-07-29,PM,07:30 PM,83.0,DADE,13.0,GEORGIA,Truck,3,East,3.0,Moving over crossing,,,,80.0,3.0,Dusk,2.0,Cloudy,1.0,Main,Crossbucks,,,,,,,Dry,2,Side of vehicle approach,43.0,Male,3.0,Did not stop,2.0,40.0,,5000.0,PICKUP TRUCK FAILED TO STOP AT CROSSING,0,0
441,441,2013,105306,717987T,2013-07-01,AM,01:35 AM,121.0,FULTON,13.0,GEORGIA,Auto,2,South,3.0,Moving over crossing,,,,74.0,4.0,Dark,1.0,Clear,1.0,Main,Standard FLS,Audible,Crossbucks,,,,,Dry,1,Both sides,,,3.0,Did not stop,1.0,4.0,,100.0,DRIVER'S INFORMATION UNKNOWN. MOTOR VEHICLE DROVE AROUND THE END OF TRAIN SHOVING INTO THE BREWERY LEAD AND STRUCK REAR CAR IN THE TRAIN. CASUALTY CLAIMS HAS NO INFORMATION ON THE DRIVER OF THE CAR.,0,1
442,442,2013,000111521,050378U,2013-01-02,PM,03:36 PM,121.0,FULTON,13.0,GEORGIA,Van,4,West,1.0,Stalled or stuck on crossing,,,,48.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Standard FLS,Hwy. traffic signals,Audible,Crossbucks,Other,Dry,1,Both sides,41.0,Female,5.0,Other,0.0,45.0,,3000.0,A 1999 PLYMOUTH VOYAGER VAN STALLED ON A CROSSING AND WAS STRUCK BY Q67902. THE VEHICLE WAS UNOCCUPIED AT TIME OF IMPACT. PROTECTION ALSO AT CROSSING: ADVANCE WARNING.,0,0
